composerName,workTitle,composer_work,dateCount
"Handel,  George  Frideric","ROYAL FIREWORKS MUSIC, HWV 351","Handel,  George  Frideric_ROYAL FIREWORKS MUSIC, HWV 351",18
"Handel,  George  Frideric",SAMSON,"Handel,  George  Frideric_SAMSON",8
"Handel,  George  Frideric",SCIPIONE,"Handel,  George  Frideric_SCIPIONE",10
"Handel,  George  Frideric",WATER MUSIC (ORCH) (ARR. Harty),"Handel,  George  Frideric_WATER MUSIC (ORCH) (ARR. Harty)",21
"Handel,  George  Frideric",WATER MUSIC: SUITE NO. 1 IN F MAJOR (HWV 348),"Handel,  George  Frideric_WATER MUSIC: SUITE NO. 1 IN F MAJOR (HWV 348)",19
"Handel,  George  Frideric",WATER MUSIC: SUITE NO. 2 IN D MAJOR,"Handel,  George  Frideric_WATER MUSIC: SUITE NO. 2 IN D MAJOR",32
"Handel,  George  Frideric",WATER MUSIC: SUITE NO. 3 IN G MAJOR (HWV 350),"Handel,  George  Frideric_WATER MUSIC: SUITE NO. 3 IN G MAJOR (HWV 350)",11
"Handy,  William  Christopher",BEALE STREET BLUES (FOR BRASS QUINTET) (ARR. Henderson),"Handy,  William  Christopher_BEALE STREET BLUES (FOR BRASS QUINTET) (ARR. Henderson)",6
"Hanson,  Howard",SYMPHONY NO. 2 (ROMANTIC),"Hanson,  Howard_SYMPHONY NO. 2 (ROMANTIC)",10
"Harris,  Roy",SYMPHONY NO.  3,"Harris,  Roy_SYMPHONY NO.  3",48
"Harris,  Roy",THREE PIECES FOR ORCHESTRA,"Harris,  Roy_THREE PIECES FOR ORCHESTRA",5
"Harris,  Roy",WHEN JOHNNY COMES MARCHING HOME,"Harris,  Roy_WHEN JOHNNY COMES MARCHING HOME",8
"Haydn,  Franz  Joseph","CONCERTO, CELLO, C MAJOR, H.VIIB:1","Haydn,  Franz  Joseph_CONCERTO, CELLO, C MAJOR, H.VIIB:1",16
"Haydn,  Franz  Joseph","CONCERTO, CELLO, D MAJOR, H.VIIB:2","Haydn,  Franz  Joseph_CONCERTO, CELLO, D MAJOR, H.VIIB:2",39
"Haydn,  Franz  Joseph","CONCERTO, HORN, NO. 2, H.VIID:4, D MAJOR","Haydn,  Franz  Joseph_CONCERTO, HORN, NO. 2, H.VIID:4, D MAJOR",6
"Haydn,  Franz  Joseph","CONCERTO, OBOE, H.VIIG:C1, C MAJOR","Haydn,  Franz  Joseph_CONCERTO, OBOE, H.VIIG:C1, C MAJOR",8
"Haydn,  Franz  Joseph","CONCERTO, PIANO/HARPSICHORD, H.XVIII:11, D MAJOR","Haydn,  Franz  Joseph_CONCERTO, PIANO/HARPSICHORD, H.XVIII:11, D MAJOR",25
"Haydn,  Franz  Joseph","CONCERTO, TRUMPET, H.VIIE:1, E FLAT MAJOR","Haydn,  Franz  Joseph_CONCERTO, TRUMPET, H.VIIE:1, E FLAT MAJOR",41
"Haydn,  Franz  Joseph","CONCERTO, VIOLIN, NO. 1, H.VIIA:1, C MAJOR","Haydn,  Franz  Joseph_CONCERTO, VIOLIN, NO. 1, H.VIIA:1, C MAJOR",9
"Haydn,  Franz  Joseph","CREATION, THE, H.XXI:2","Haydn,  Franz  Joseph_CREATION, THE, H.XXI:2",33
"Haydn,  Franz  Joseph",L'INCONTRO IMPROVVISO,"Haydn,  Franz  Joseph_L'INCONTRO IMPROVVISO",5
"Haydn,  Franz  Joseph","MASS, B-FLAT MAJOR (THERESIENMESSE)","Haydn,  Franz  Joseph_MASS, B-FLAT MAJOR (THERESIENMESSE)",8
"Haydn,  Franz  Joseph","MASS, D MINOR (NELSON)","Haydn,  Franz  Joseph_MASS, D MINOR (NELSON)",9
"Haydn,  Franz  Joseph","SEASONS, THE","Haydn,  Franz  Joseph_SEASONS, THE",9
"Haydn,  Franz  Joseph","SINFONIA CONCERTANTE, B-FLAT MAJOR, H. I:105","Haydn,  Franz  Joseph_SINFONIA CONCERTANTE, B-FLAT MAJOR, H. I:105",33
"Haydn,  Franz  Joseph","SYMPHONY NO.   5, A MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO.   5, A MAJOR",5
"Haydn,  Franz  Joseph","SYMPHONY NO.   6, D MAJOR (LE MATIN)","Haydn,  Franz  Joseph_SYMPHONY NO.   6, D MAJOR (LE MATIN)",6
"Haydn,  Franz  Joseph","SYMPHONY NO.  22, E FLAT MAJOR (PHILOSOPHER)","Haydn,  Franz  Joseph_SYMPHONY NO.  22, E FLAT MAJOR (PHILOSOPHER)",16
"Haydn,  Franz  Joseph","SYMPHONY NO.  31, D MAJOR (HORNSIGNAL)","Haydn,  Franz  Joseph_SYMPHONY NO.  31, D MAJOR (HORNSIGNAL)",11
"Haydn,  Franz  Joseph","SYMPHONY NO.  45, F SHARP MINOR (FAREWELL)","Haydn,  Franz  Joseph_SYMPHONY NO.  45, F SHARP MINOR (FAREWELL)",8
"Haydn,  Franz  Joseph","SYMPHONY NO.  48, C MAJOR (MARIA THERESIA)","Haydn,  Franz  Joseph_SYMPHONY NO.  48, C MAJOR (MARIA THERESIA)",8
"Haydn,  Franz  Joseph","SYMPHONY NO.  49, F MINOR (LA PASSIONE)","Haydn,  Franz  Joseph_SYMPHONY NO.  49, F MINOR (LA PASSIONE)",25
"Haydn,  Franz  Joseph","SYMPHONY NO.  60, C MAJOR (IL DISTRATTO)","Haydn,  Franz  Joseph_SYMPHONY NO.  60, C MAJOR (IL DISTRATTO)",8
"Haydn,  Franz  Joseph","SYMPHONY NO.  80, D MINOR","Haydn,  Franz  Joseph_SYMPHONY NO.  80, D MINOR",5
"Haydn,  Franz  Joseph","SYMPHONY NO.  83, G MINOR (LA POULE)","Haydn,  Franz  Joseph_SYMPHONY NO.  83, G MINOR (LA POULE)",12
"Haydn,  Franz  Joseph","SYMPHONY NO.  84, E FLAT MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO.  84, E FLAT MAJOR",5
"Haydn,  Franz  Joseph","SYMPHONY NO.  85, B FLAT MAJOR (LA REINE)","Haydn,  Franz  Joseph_SYMPHONY NO.  85, B FLAT MAJOR (LA REINE)",10
"Haydn,  Franz  Joseph","SYMPHONY NO.  86, D MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO.  86, D MAJOR",16
"Haydn,  Franz  Joseph","SYMPHONY NO.  87, A MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO.  87, A MAJOR",19
"Haydn,  Franz  Joseph","SYMPHONY NO.  88, G MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO.  88, G MAJOR",70
"Haydn,  Franz  Joseph","SYMPHONY NO.  89, F MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO.  89, F MAJOR",7
"Haydn,  Franz  Joseph","SYMPHONY NO.  90, C MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO.  90, C MAJOR",13
"Haydn,  Franz  Joseph","SYMPHONY NO.  92, G MAJOR (OXFORD)","Haydn,  Franz  Joseph_SYMPHONY NO.  92, G MAJOR (OXFORD)",25
"Haydn,  Franz  Joseph","SYMPHONY NO.  93, D MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO.  93, D MAJOR",21
"Haydn,  Franz  Joseph","SYMPHONY NO.  94, G MAJOR (SURPRISE)","Haydn,  Franz  Joseph_SYMPHONY NO.  94, G MAJOR (SURPRISE)",36
"Haydn,  Franz  Joseph","SYMPHONY NO.  95, C MINOR","Haydn,  Franz  Joseph_SYMPHONY NO.  95, C MINOR",38
"Haydn,  Franz  Joseph","SYMPHONY NO.  96, D MAJOR (THE MIRACLE)","Haydn,  Franz  Joseph_SYMPHONY NO.  96, D MAJOR (THE MIRACLE)",27
"Haydn,  Franz  Joseph","SYMPHONY NO.  97, C MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO.  97, C MAJOR",11
"Haydn,  Franz  Joseph","SYMPHONY NO.  98, B-FLAT MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO.  98, B-FLAT MAJOR",18
"Haydn,  Franz  Joseph","SYMPHONY NO.  99, E FLAT MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO.  99, E FLAT MAJOR",18
"Haydn,  Franz  Joseph","SYMPHONY NO. 100, G MAJOR (MILITARY)","Haydn,  Franz  Joseph_SYMPHONY NO. 100, G MAJOR (MILITARY)",34
"Haydn,  Franz  Joseph","SYMPHONY NO. 101, D MAJOR (THE CLOCK)","Haydn,  Franz  Joseph_SYMPHONY NO. 101, D MAJOR (THE CLOCK)",23
"Haydn,  Franz  Joseph","SYMPHONY NO. 102, B FLAT MAJOR","Haydn,  Franz  Joseph_SYMPHONY NO. 102, B FLAT MAJOR",35
"Haydn,  Franz  Joseph","SYMPHONY NO. 103, E FLAT MAJOR (DRUMROLL)","Haydn,  Franz  Joseph_SYMPHONY NO. 103, E FLAT MAJOR (DRUMROLL)",29
"Haydn,  Franz  Joseph","SYMPHONY NO. 104, D MAJOR (LONDON)","Haydn,  Franz  Joseph_SYMPHONY NO. 104, D MAJOR (LONDON)",35
"Henselt,  Adolf  Von","CONCERTO, PIANO, F MINOR, OP. 16","Henselt,  Adolf  Von_CONCERTO, PIANO, F MINOR, OP. 16",5
"Herbert,  Victor",AMERICA FANTASIA,"Herbert,  Victor_AMERICA FANTASIA",10
"Herbert,  Victor","CONCERTO, CELLO, NO. 2, E MINOR, OP. 30","Herbert,  Victor_CONCERTO, CELLO, NO. 2, E MINOR, OP. 30",9
"Hetu [Hétu],  Jacques","CONCERTO, TRUMPET, OP. 43","Hetu [Hétu],  Jacques_CONCERTO, TRUMPET, OP. 43",5
"Hill,  Patty  and Mildred",HAPPY BIRTHDAY,"Hill,  Patty  and Mildred_HAPPY BIRTHDAY",23
"Hindemith,  Paul","CONCERT MUSIC, STRINGS AND BRASS, OP. 50","Hindemith,  Paul_CONCERT MUSIC, STRINGS AND BRASS, OP. 50",27
"Hindemith,  Paul","CONCERTO, HORN","Hindemith,  Paul_CONCERTO, HORN",7
"Hindemith,  Paul","CONCERTO, VIOLIN","Hindemith,  Paul_CONCERTO, VIOLIN",11
"Hindemith,  Paul","CONCERTO, VIOLONCELLO (1940)","Hindemith,  Paul_CONCERTO, VIOLONCELLO (1940)",7
"Hindemith,  Paul",MATHIS DER MALER (SYMPHONY),"Hindemith,  Paul_MATHIS DER MALER (SYMPHONY)",31
"Hindemith,  Paul","SCHWANENDREHER, DER","Hindemith,  Paul_SCHWANENDREHER, DER",6
"Hindemith,  Paul",SYMPHONIC METAMORPHOSIS ON THEMES BY WEBER,"Hindemith,  Paul_SYMPHONIC METAMORPHOSIS ON THEMES BY WEBER",45
"Hindemith,  Paul",SYMPHONY IN E FLAT,"Hindemith,  Paul_SYMPHONY IN E FLAT",12
"Hindemith,  Paul",THEME AND VARIATIONS (THE FOUR TEMPERMENTS),"Hindemith,  Paul_THEME AND VARIATIONS (THE FOUR TEMPERMENTS)",6
"Hindemith,  Paul",TRAUERMUSIK (MUSIC OF MOURNING),"Hindemith,  Paul_TRAUERMUSIK (MUSIC OF MOURNING)",8
"Holst,  Gustav","PLANETS, THE, OP. 32","Holst,  Gustav_PLANETS, THE, OP. 32",43
"Honegger,  Arthur",CONCERTINO FOR PIANO AND ORCHESTRA,"Honegger,  Arthur_CONCERTINO FOR PIANO AND ORCHESTRA",10
"Honegger,  Arthur",JEANNE D'ARC AU BUCHER,"Honegger,  Arthur_JEANNE D'ARC AU BUCHER",15
"Honegger,  Arthur",PACIFIC 231 (MOUVEMENT SYMPHONIQUE NO. 1),"Honegger,  Arthur_PACIFIC 231 (MOUVEMENT SYMPHONIQUE NO. 1)",16
"Honegger,  Arthur",PASTORALE D'ÉTÉ,"Honegger,  Arthur_PASTORALE D'ÉTÉ",8
"Honegger,  Arthur",RUGBY (MOUVEMENT SYMPHONIQUE NO. 2),"Honegger,  Arthur_RUGBY (MOUVEMENT SYMPHONIQUE NO. 2)",6
"Honegger,  Arthur",SYMPHONY NO. 2,"Honegger,  Arthur_SYMPHONY NO. 2",11
"Honegger,  Arthur",SYMPHONY NO. 3 (SYMPHONIE LITURGIQUE),"Honegger,  Arthur_SYMPHONY NO. 3 (SYMPHONIE LITURGIQUE)",10
"Honegger,  Arthur",SYMPHONY NO. 5 (DI TRE RE),"Honegger,  Arthur_SYMPHONY NO. 5 (DI TRE RE)",6
"Hovhaness,  Alan",AND GOD CREATED GREAT WHALES,"Hovhaness,  Alan_AND GOD CREATED GREAT WHALES",6
"Hovhaness,  Alan",MEDITATION ON ORPHEUS,"Hovhaness,  Alan_MEDITATION ON ORPHEUS",11
"Hummel,  Johann","CONCERTO, TRUMPET, E MAJOR","Hummel,  Johann_CONCERTO, TRUMPET, E MAJOR",5
"Humperdinck,  Engelbert",HANSEL AND GRETEL,"Humperdinck,  Engelbert_HANSEL AND GRETEL",29
"Humperdinck,  Engelbert","HANSEL AND GRETEL, PRAYER  (ORCH.)","Humperdinck,  Engelbert_HANSEL AND GRETEL, PRAYER  (ORCH.)",5
"Humperdinck,  Engelbert",KÖNIGSKINDER (THE KING'S SON),"Humperdinck,  Engelbert_KÖNIGSKINDER (THE KING'S SON)",7
"Ibert,  Jacques",DIVERTISSEMENT,"Ibert,  Jacques_DIVERTISSEMENT",13
"Ibert,  Jacques",ESCALES,"Ibert,  Jacques_ESCALES",28
"Improvisation,",IMPROVISATION,"Improvisation,_IMPROVISATION",5
"Indy,  Vincent  d'","ISTAR: SYMPHONIC VARIATIONS, OP. 42","Indy,  Vincent  d'_ISTAR: SYMPHONIC VARIATIONS, OP. 42",10
"Indy,  Vincent  d'","SYMPHONY ON A FRENCH MOUNTAIN AIR, OP. 25","Indy,  Vincent  d'_SYMPHONY ON A FRENCH MOUNTAIN AIR, OP. 25",18
"Indy,  Vincent  d'",WALLENSTEIN TRILOGY,"Indy,  Vincent  d'_WALLENSTEIN TRILOGY",5
"Ippolitov-Ivanov,  Mikhail","CAUCASIAN SKETCHES, SUITE NO. 1","Ippolitov-Ivanov,  Mikhail_CAUCASIAN SKETCHES, SUITE NO. 1",36
"Ives,  Charles",CENTRAL PARK IN THE DARK,"Ives,  Charles_CENTRAL PARK IN THE DARK",8
"Ives,  Charles",FIREMEN'S PARADE ON MAIN STREET,"Ives,  Charles_FIREMEN'S PARADE ON MAIN STREET",5
"Ives,  Charles","GENERAL SLOCUM, THE (ARR. Schuller)","Ives,  Charles_GENERAL SLOCUM, THE (ARR. Schuller)",5
"Ives,  Charles",GENERAL WILLIAM BOOTH ENTERS INTO HEAVEN (ARR. Becker),"Ives,  Charles_GENERAL WILLIAM BOOTH ENTERS INTO HEAVEN (ARR. Becker)",5
"Ives,  Charles",HOLIDAYS SYMPHONY,"Ives,  Charles_HOLIDAYS SYMPHONY",30
"Ives,  Charles",ORCHESTRAL SET NO. 1: THREE PLACES IN NEW ENGLAND (SINCLAIR RESTORATION),"Ives,  Charles_ORCHESTRAL SET NO. 1: THREE PLACES IN NEW ENGLAND (SINCLAIR RESTORATION)",13
"Ives,  Charles",ROBERT BROWNING OVERTURE,"Ives,  Charles_ROBERT BROWNING OVERTURE",7
"Ives,  Charles",SYMPHONY NO. 2,"Ives,  Charles_SYMPHONY NO. 2",25
"Ives,  Charles",SYMPHONY NO. 4,"Ives,  Charles_SYMPHONY NO. 4",13
"Ives,  Charles","UNANSWERED QUESTION, THE","Ives,  Charles_UNANSWERED QUESTION, THE",68
"Ives,  Charles","VARIATIONS ON ""AMERICA"" (ARR. Schuman)","Ives,  Charles_VARIATIONS ON ""AMERICA"" (ARR. Schuman)",20
"Ives,  Charles",YALE-PRINCETON FOOTBALL GAME (ARR. Schuller),"Ives,  Charles_YALE-PRINCETON FOOTBALL GAME (ARR. Schuller)",5
"Janacek [Janácek],  Leoš","CAPRICCIO FOR PIANO (LEFT HAND), WIND ENSEMBLE","Janacek [Janácek],  Leoš_CAPRICCIO FOR PIANO (LEFT HAND), WIND ENSEMBLE",8
"Janacek [Janácek],  Leoš",SINFONIETTA,"Janacek [Janácek],  Leoš_SINFONIETTA",28
"Janacek [Janácek],  Leoš",TARAS BULBA,"Janacek [Janácek],  Leoš_TARAS BULBA",19
"Kabalevsky,  Dmitri",COLAS BREUGNON,"Kabalevsky,  Dmitri_COLAS BREUGNON",22
"Kabalevsky,  Dmitri","SYMPHONY NO. 2, OP. 19","Kabalevsky,  Dmitri_SYMPHONY NO. 2, OP. 19",8
"Kalhor,  Kayhan",BLUE AS THE TURQUOISE NIGHT OF NEYSHABUR (ARR. Prutsman),"Kalhor,  Kayhan_BLUE AS THE TURQUOISE NIGHT OF NEYSHABUR (ARR. Prutsman)",5
"Kalinnikov,  Vassili","SYMPHONY NO. 1, G MINOR","Kalinnikov,  Vassili_SYMPHONY NO. 1, G MINOR",6
"Kalliwoda,  Johann  W.","OVERTURE NO. 1, D MINOR, OP. 38","Kalliwoda,  Johann  W._OVERTURE NO. 1, D MINOR, OP. 38",6
"Kalman [Kálmán],  Emmerich",COUNTESS MARITZA,"Kalman [Kálmán],  Emmerich_COUNTESS MARITZA",15
"Kander,  John","NEW YORK, NEW YORK (ORCH) (ARR. Broughton)","Kander,  John_NEW YORK, NEW YORK (ORCH) (ARR. Broughton)",7
"Kay,  Ulysses  Simpson",MARKINGS,"Kay,  Ulysses  Simpson_MARKINGS",5
"Kern,  Jerome",MARK TWAIN,"Kern,  Jerome_MARK TWAIN",6
"Kern,  Jerome",SHOW BOAT (ARR. Bennett),"Kern,  Jerome_SHOW BOAT (ARR. Bennett)",19
"Kern,  Jerome",VERY WARM FOR MAY,"Kern,  Jerome_VERY WARM FOR MAY",5
"Kernis,  Aaron  Jay",NEW ERA DANCE,"Kernis,  Aaron  Jay_NEW ERA DANCE",6
"Khachaturian,  Aram","CONCERTO, PIANO","Khachaturian,  Aram_CONCERTO, PIANO",13
"Khachaturian,  Aram","CONCERTO, VIOLIN","Khachaturian,  Aram_CONCERTO, VIOLIN",7
"Khachaturian,  Aram","GAYANE, SUITE NO. 1, OP. 53","Khachaturian,  Aram_GAYANE, SUITE NO. 1, OP. 53",24
"Khachaturian,  Aram","GAYANE, SUITE NO. 2, OP. 54","Khachaturian,  Aram_GAYANE, SUITE NO. 2, OP. 54",6
"Khachaturian,  Aram","GAYANE, SUITE NO. 3, OP. 55","Khachaturian,  Aram_GAYANE, SUITE NO. 3, OP. 55",22
"Khachaturian,  Aram",MASQUERADE SUITE,"Khachaturian,  Aram_MASQUERADE SUITE",17
"Kilar,  Wojciech",RIFF 62,"Kilar,  Wojciech_RIFF 62",8
"Kirchner,  Leon",MUSIC FOR CELLO AND ORCHESTRA,"Kirchner,  Leon_MUSIC FOR CELLO AND ORCHESTRA",8
"Kirchner,  Leon",MUSIC FOR ORCHESTRA,"Kirchner,  Leon_MUSIC FOR ORCHESTRA",8
"Knussen,  Oliver","FLOURISH WITH FIREWORKS, OP. 22","Knussen,  Oliver_FLOURISH WITH FIREWORKS, OP. 22",7
"Kodaly [Kodály],  Zoltán",DANCES OF GALANTA (GALÁNTAI TÁCKOK),"Kodaly [Kodály],  Zoltán_DANCES OF GALANTA (GALÁNTAI TÁCKOK)",57
"Kodaly [Kodály],  Zoltán",HARY JANOS: SUITE,"Kodaly [Kodály],  Zoltán_HARY JANOS: SUITE",43
"Kodaly [Kodály],  Zoltán",PSALMUS HUNGARICUS,"Kodaly [Kodály],  Zoltán_PSALMUS HUNGARICUS",10
"Kodaly [Kodály],  Zoltán",VARIATIONS ON A HUNGARIAN FOLKSONG (PEACOCK),"Kodaly [Kodály],  Zoltán_VARIATIONS ON A HUNGARIAN FOLKSONG (PEACOCK)",14
"Konoye,  Hidemaro",ETENRAKU,"Konoye,  Hidemaro_ETENRAKU",5
"Korngold,  Erich","CONCERTO, VIOLIN, D MAJOR, OP.35","Korngold,  Erich_CONCERTO, VIOLIN, D MAJOR, OP.35",17
"Korngold,  Erich",DIE TOTE STADT,"Korngold,  Erich_DIE TOTE STADT",12
"Korngold,  Erich","MUCH ADO ABOUT NOTHING: SUITE [VIEL LAERMEN UM NICHTS] , OP. 11","Korngold,  Erich_MUCH ADO ABOUT NOTHING: SUITE [VIEL LAERMEN UM NICHTS] , OP. 11",6
"Koussevitzky,  Serge","CONCERTO, CONTRABASS, F-SHARP MINOR, OP. 3 (ARR. Meyer-Tormin)","Koussevitzky,  Serge_CONCERTO, CONTRABASS, F-SHARP MINOR, OP. 3 (ARR. Meyer-Tormin)",5
"Kreisler,  Fritz",KREISLERIANA,"Kreisler,  Fritz_KREISLERIANA",5
"Kreisler,  Fritz",LIEBESFREUD (ORCH) (ARR. Lichter),"Kreisler,  Fritz_LIEBESFREUD (ORCH) (ARR. Lichter)",6
"Kreisler,  Fritz",LIEBESLEID (ARR. Kreisler),"Kreisler,  Fritz_LIEBESLEID (ARR. Kreisler)",5
"Kreisler,  Fritz",RECITATIVE AND SCHERZO,"Kreisler,  Fritz_RECITATIVE AND SCHERZO",5
"Lalo,  Edouard","CONCERTO, CELLO, D MINOR","Lalo,  Edouard_CONCERTO, CELLO, D MINOR",24
"Lalo,  Edouard","CONCERTO, VIOLIN, F MINOR, OP. 20","Lalo,  Edouard_CONCERTO, VIOLIN, F MINOR, OP. 20",5
"Lalo,  Edouard","ROI D'YS, LE","Lalo,  Edouard_ROI D'YS, LE",32
"Lalo,  Edouard","SYMPHONIE ESPAGNOLE, OP. 21","Lalo,  Edouard_SYMPHONIE ESPAGNOLE, OP. 21",82
"Lehar [Lehár],  Franz",GIUDITTA,"Lehar [Lehár],  Franz_GIUDITTA",13
"Lehar [Lehár],  Franz",GOLD AND SILVER WALTZES,"Lehar [Lehár],  Franz_GOLD AND SILVER WALTZES",5
"Lehar [Lehár],  Franz","LAND OF SMILES, THE (DAS LAND DES LÄCHELNS)","Lehar [Lehár],  Franz_LAND OF SMILES, THE (DAS LAND DES LÄCHELNS)",7
"Lehar [Lehár],  Franz","MERRY WIDOW, THE","Lehar [Lehár],  Franz_MERRY WIDOW, THE",29
"Lehar [Lehár],  Franz","MERRY WIDOW, THE: SUITE (ORCH.) (ARR. Kostelanetz)","Lehar [Lehár],  Franz_MERRY WIDOW, THE: SUITE (ORCH.) (ARR. Kostelanetz)",18
"Lehar [Lehár],  Franz",SCHÖN IST DIE WELT,"Lehar [Lehár],  Franz_SCHÖN IST DIE WELT",9
"Leoncavallo,  Ruggero","PAGLIACCI, I","Leoncavallo,  Ruggero_PAGLIACCI, I",6
"Li,  Huanzhi",SPRING FESTIVAL OVERTURE,"Li,  Huanzhi_SPRING FESTIVAL OVERTURE",12
"Ligeti,  György [Gyorgy]",ATMOSPHERES,"Ligeti,  György [Gyorgy]_ATMOSPHERES",17
"Ligeti,  György [Gyorgy]",AVENTURES/NOUVELLES AVENTURES,"Ligeti,  György [Gyorgy]_AVENTURES/NOUVELLES AVENTURES",6
"Ligeti,  György [Gyorgy]",CONCERT ROMANESC,"Ligeti,  György [Gyorgy]_CONCERT ROMANESC",7
"Ligeti,  György [Gyorgy]",LONTANO,"Ligeti,  György [Gyorgy]_LONTANO",13
"Lindberg,  Magnus","CONCERTO, PIANO, NO. 2","Lindberg,  Magnus_CONCERTO, PIANO, NO. 2",11
"Lindberg,  Magnus",EXPO,"Lindberg,  Magnus_EXPO",11
"Lindberg,  Magnus",FERIA,"Lindberg,  Magnus_FERIA",13
"Liszt,  Franz","CONCERTO, PIANO, NO. 1, E FLAT MAJOR","Liszt,  Franz_CONCERTO, PIANO, NO. 1, E FLAT MAJOR",126
"Liszt,  Franz","CONCERTO, PIANO, NO. 2, A MAJOR","Liszt,  Franz_CONCERTO, PIANO, NO. 2, A MAJOR",72
"Liszt,  Franz",DANTE SYMPHONY (CHORAL),"Liszt,  Franz_DANTE SYMPHONY (CHORAL)",20
"Liszt,  Franz","DREI ZIGEUNER, DIE","Liszt,  Franz_DREI ZIGEUNER, DIE",8
"Liszt,  Franz",FANTASY ON BEETHOVEN'S RUINS OF ATHENS,"Liszt,  Franz_FANTASY ON BEETHOVEN'S RUINS OF ATHENS",7
"Liszt,  Franz",FAUST SYMPHONY,"Liszt,  Franz_FAUST SYMPHONY",28
"Liszt,  Franz",FROM THE CRADLE TO THE GRAVE (SYMPHONIC POEM NO. 13),"Liszt,  Franz_FROM THE CRADLE TO THE GRAVE (SYMPHONIC POEM NO. 13)",7
"Liszt,  Franz",GRANDES ÉTUDES DE PAGANINI,"Liszt,  Franz_GRANDES ÉTUDES DE PAGANINI",7
"Liszt,  Franz","HUNGARIAN FANTASY, PIANO AND ORCHESTRA","Liszt,  Franz_HUNGARIAN FANTASY, PIANO AND ORCHESTRA",29
"Liszt,  Franz","HUNGARIAN RHAPSODY NO. 1, F MINOR","Liszt,  Franz_HUNGARIAN RHAPSODY NO. 1, F MINOR",20
"Liszt,  Franz","HUNGARIAN RHAPSODY NO. 2,  D MINOR","Liszt,  Franz_HUNGARIAN RHAPSODY NO. 2,  D MINOR",6
"Liszt,  Franz","HUNGARIAN RHAPSODY NO. 2, C MINOR (ARR. Muller-Berghaus)","Liszt,  Franz_HUNGARIAN RHAPSODY NO. 2, C MINOR (ARR. Muller-Berghaus)",22
"Liszt,  Franz","HUNNENSCHLACHT, DIE (SYMPHONIC POEM NO. 11)","Liszt,  Franz_HUNNENSCHLACHT, DIE (SYMPHONIC POEM NO. 11)",6
"Liszt,  Franz","IDEALE, DIE (SYMPHONIC POEM NO. 12)","Liszt,  Franz_IDEALE, DIE (SYMPHONIC POEM NO. 12)",6
"Liszt,  Franz","LEGENDE VON DER HEILIGEN ELISABETH, DIE","Liszt,  Franz_LEGENDE VON DER HEILIGEN ELISABETH, DIE",5
"Liszt,  Franz","LORELEY, DIE (VOICE/ORCHESTRA)","Liszt,  Franz_LORELEY, DIE (VOICE/ORCHESTRA)",11
"Liszt,  Franz",MALEDICTION,"Liszt,  Franz_MALEDICTION",8
"Liszt,  Franz",MAZEPPA (SYMPHONIC POEM NO. 6),"Liszt,  Franz_MAZEPPA (SYMPHONIC POEM NO. 6)",19
"Liszt,  Franz",NOTTURNO NO. 3 FROM LIEBESTRAUME,"Liszt,  Franz_NOTTURNO NO. 3 FROM LIEBESTRAUME",5
"Liszt,  Franz",ORPHEUS (SYMPHONIC POEM NO. 4),"Liszt,  Franz_ORPHEUS (SYMPHONIC POEM NO. 4)",15
"Liszt,  Franz","PRELUDES, LES (SYMPHONIC POEM NO. 3)","Liszt,  Franz_PRELUDES, LES (SYMPHONIC POEM NO. 3)",147
"Liszt,  Franz",PROMETHEUS (SYMPHONIC POEM NO. 5),"Liszt,  Franz_PROMETHEUS (SYMPHONIC POEM NO. 5)",5
"Liszt,  Franz","TASSO: LAMENTO E TRIONFO, (SYMPHONIC POEM NO. 2)","Liszt,  Franz_TASSO: LAMENTO E TRIONFO, (SYMPHONIC POEM NO. 2)",68
"Liszt,  Franz",TOTENTANZ,"Liszt,  Franz_TOTENTANZ",17
"Liszt,  Franz",ZWEI EPISODEN AUS LENAUS FAUST,"Liszt,  Franz_ZWEI EPISODEN AUS LENAUS FAUST",24
"Loeffler,  Charles  Martin","DEATH OF TINTAGILES, THE, OP. 6","Loeffler,  Charles  Martin_DEATH OF TINTAGILES, THE, OP. 6",5
"Loeffler,  Charles  Martin",MEMORIES OF MY CHILDHOOD,"Loeffler,  Charles  Martin_MEMORIES OF MY CHILDHOOD",5
"Loeffler,  Charles  Martin","PAGAN POEM, A","Loeffler,  Charles  Martin_PAGAN POEM, A",13
"Loesser,  Frank","GUYS AND DOLLS (ARR. Bassman, George and Royal, Ted)","Loesser,  Frank_GUYS AND DOLLS (ARR. Bassman, George and Royal, Ted)",5
"Loewe,  Frederick",CAMELOT (COMPLETE),"Loewe,  Frederick_CAMELOT (COMPLETE)",8
"Loewe,  Frederick",MY FAIR LADY,"Loewe,  Frederick_MY FAIR LADY",6
